City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,food,service,value,atmosphere,tr_rating_5,tr_rating_4,tr_rating_3,tr_rating_2,tr_rating_1,tr_ratings,profitrew,ratings_summary,ball
London,"['Asian', 'American', 'British', 'Central American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1576.0,$$ - $$$,3190.0,"[['Evening medl', 'Tasty food!!'], ['01/03/2018', '01/02/2018']]",/Restaurant_Review-g186338-d953797-Reviews-Planet_Hollywood-London_England.html,d953797,35.0,40.0,35.0,35.0,1032.0,983.0,696.0,363.0,270.0,3344.0,60.25717703349282,3.5,3.0
Paris,['French'],10604.0,$,9.0,"[[], []]",/Restaurant_Review-g187147-d10547215-Reviews-Varenne_36-Paris_Ile_de_France.html,d10547215,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,0.0,12.0,91.66666666666666,0.0,4.5
Paris,,13175.0,,3.0,"[[], []]",/Restaurant_Review-g187147-d8535535-Reviews-Subway-Paris_Ile_de_France.html,d8535535,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,33.33333333333333,0.0,1.75
Amsterdam,"['French', 'Asian', 'European', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options']",173.0,$$ - $$$,376.0,"[['Outstanding restaurant', 'Great spot'], ['01/06/2018', '01/05/2018']]",/Restaurant_Review-g188590-d8506168-Reviews-The_French_Connection-Amsterdam_North_Holland_Province.html,d8506168,45.0,45.0,45.0,45.0,154.0,25.0,15.0,7.0,5.0,206.0,86.89320388349516,3.5,4.25
Barcelona,"['Peruvian', 'South American']",4325.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g187497-d10088997-Reviews-Nasca-Barcelona_Catalonia.html,d10088997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Dublin,"['Irish', 'Cafe', 'European']",584.0,$,74.0,"[['Great value for a breakfast', 'Pat Hanway'], ['09/07/2017', '08/10/2017']]",/Restaurant_Review-g186605-d6609067-Reviews-Cafe_Moda-Dublin_County_Dublin.html,d6609067,40.0,40.0,45.0,35.0,39.0,20.0,5.0,6.0,2.0,72.0,81.94444444444444,4.0,4.0
Paris,"['Pizza', 'Fast Food']",13342.0,$$ - $$$,4.0,"[[], []]",/Restaurant_Review-g187147-d10805315-Reviews-Snack_Boetie-Paris_Ile_de_France.html,d10805315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Krakow,"['Polish', 'Eastern European', 'European', 'Central European']",251.0,$$ - $$$,95.0,"[['The right choice', 'Excellent Polish cuisine'], ['11/06/2017', '10/05/2017']]",/Restaurant_Review-g274772-d3331669-Reviews-Golonkarnia_Bar_Restauracja-Krakow_Lesser_Poland_Province_Southern_Poland.html,d3331669,45.0,45.0,45.0,45.0,49.0,12.0,4.0,2.0,1.0,68.0,89.70588235294117,4.5,4.5
London,"['Italian', 'Pizza', 'Vegetarian Friendly']",14038.0,$,44.0,"[['Umm not my favourite', 'Great value for money and excellent servic...'], ['09/24/2017', '12/19/2017']]",/Restaurant_Review-g186338-d9857169-Reviews-Franco_Manca_Stoke_Newington-London_England.html,d9857169,35.0,35.0,35.0,35.0,22.0,16.0,6.0,12.0,12.0,68.0,55.88235294117647,2.5,2.75
Madrid,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options']",3489.0,$$ - $$$,63.0,"[['A favourite in Madrid', 'Most excellent!'], ['03/16/2016', '10/26/2015']]",/Restaurant_Review-g187514-d3641641-Reviews-El_Terral-Madrid.html,d3641641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paris,"['Vietnamese', 'Street Food']",7928.0,$$ - $$$,3.0,"[['Go pho a good meal'], ['11/10/2017']]",/Restaurant_Review-g187147-d12921076-Reviews-Be_BoBun-Paris_Ile_de_France.html,d12921076,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
Prague,['Cafe'],1510.0,$$ - $$$,15.0,"[['Kids loved!', 'Children World for Everyone'], ['01/01/2017', '05/01/2016']]",/Restaurant_Review-g274707-d6708258-Reviews-Koala_Cafe-Prague_Bohemia.html,d6708258,35.0,30.0,35.0,35.0,1.0,3.0,1.0,0.0,0.0,5.0,80.0,2.5,4.0
London,"['Bar', 'American', 'British', 'Pub']",5836.0,$,45.0,"[['Good pub, awesome burger', 'Lunch'], ['11/12/2017', '07/15/2017']]",/Restaurant_Review-g186338-d8838741-Reviews-Camden_s_Daughter-London_England.html,d8838741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milan,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",2529.0,$$ - $$$,343.0,"[['Cute, relaxing...', 'Great food in lovely atmosphere !!!!'], ['02/19/2017', '12/10/2017']]",/Restaurant_Review-g187849-d2239303-Reviews-Abbottega-Milan_Lombardy.html,d2239303,35.0,35.0,35.0,35.0,11.0,4.0,3.0,1.0,0.0,19.0,78.94736842105263,3.5,4.0
Paris,"['Lebanese', 'Mediterranean']",6878.0,,12.0,"[[], []]",/Restaurant_Review-g187147-d6962328-Reviews-Restaurant_Zahle-Paris_Ile_de_France.html,d6962328,40.0,45.0,40.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
Paris,['Italian'],5317.0,$,49.0,"[['Sad restaurant', 'Well worth trying'], ['07/11/2017', '05/27/2015']]",/Restaurant_Review-g187147-d1337474-Reviews-Il_Sorriso-Paris_Ile_de_France.html,d1337474,40.0,45.0,45.0,40.0,2.0,1.0,1.0,0.0,2.0,6.0,50.0,4.25,2.5
Prague,,2787.0,,2.0,"[['Amazing Italian food in Prague'], ['10/07/2013']]",/Restaurant_Review-g274707-d4769732-Reviews-Pizza_Fast_Food_Lambertini-Prague_Bohemia.html,d4769732,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Edinburgh,"['Fast Food', 'Turkish', 'Middle Eastern']",1626.0,$,17.0,"[['ABSOLUTE CONMEN', ""Don't be confused by the rotten place next...""], ['01/09/2018', '03/04/2017']]",/Restaurant_Review-g186525-d5423578-Reviews-Best_Kebab_House-Edinburgh_Scotland.html,d5423578,30.0,30.0,30.0,30.0,10.0,4.0,2.0,1.0,9.0,26.0,53.846153846153854,2.25,2.75
London,"['Indian', 'Vegetarian Friendly']",11836.0,$$ - $$$,42.0,"[['Average restaurant', 'Still a good curry'], ['08/28/2017', '05/29/2017']]",/Restaurant_Review-g186338-d720392-Reviews-Travancore-London_England.html,d720392,40.0,40.0,40.0,35.0,15.0,16.0,6.0,7.0,4.0,48.0,64.58333333333334,4.0,3.25
Lisbon,"['European', 'Portuguese', 'Healthy', 'Vegetarian Friendly']",495.0,$$ - $$$,244.0,"[['Hidden Gem', 'Wonderful Restaurant, beautiful food.'], ['11/19/2017', '09/11/2017']]",/Restaurant_Review-g189158-d4309064-Reviews-Paixao_aos_Molhos-Lisbon_Lisbon_District_Central_Portugal.html,d4309064,45.0,45.0,45.0,45.0,67.0,26.0,10.0,3.0,1.0,107.0,86.9158878504673,4.5,4.25
Milan,,5209.0,,24.0,"[[], []]",/Restaurant_Review-g187849-d8837875-Reviews-Il_Giropizza-Milan_Lombardy.html,d8837875,45.0,35.0,40.0,40.0,8.0,6.0,2.0,4.0,5.0,25.0,56.00000000000001,3.0,2.75
Helsinki,"['Mediterranean', 'European', 'Greek', 'Vegetarian Friendly']",445.0,$$ - $$$,48.0,"[['Brunch with lots of variety', 'Nice place and tasty food'], ['08/20/2017', '05/25/2017']]",/Restaurant_Review-g189934-d2086866-Reviews-Thalassa_Restaurant_Bar-Helsinki_Uusimaa.html,d2086866,40.0,40.0,35.0,40.0,11.0,19.0,5.0,4.0,1.0,40.0,75.0,4.0,3.75
Barcelona,"['Mediterranean', 'Spanish']",3081.0,$,55.0,"[['Great place Great food.', 'Overpriced and awful paella'], ['04/26/2017', '11/05/2016']]",/Restaurant_Review-g187497-d6404526-Reviews-Bar_Brusi-Barcelona_Catalonia.html,d6404526,35.0,35.0,35.0,30.0,8.0,1.0,1.0,1.0,2.0,13.0,69.23076923076923,3.5,3.5
Vienna,,3183.0,,6.0,"[['Poor service, ugly menu and greasy food'], ['12/09/2015']]",/Restaurant_Review-g190454-d7813343-Reviews-Asia_Restaurant_Orangery-Vienna.html,d7813343,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.25,0.0
Hamburg,"['French', 'European', 'Central European', 'Vegetarian Friendly']",241.0,$$$$,173.0,"[['Hidden Gem', 'Excellent food'], ['11/12/2017', '08/23/2017']]",/Restaurant_Review-g187331-d3673130-Reviews-Petit_Bonheur-Hamburg.html,d3673130,45.0,40.0,40.0,45.0,23.0,13.0,3.0,1.0,3.0,43.0,83.72093023255816,4.25,4.25
Munich,"['Japanese', 'Seafood', 'Sushi', 'Asian', 'Vegetarian Friendly']",1004.0,$$$$,68.0,"[['Lovely interior with delicious food, but e...', 'Very good food'], ['08/10/2017', '08/06/2017']]",/Restaurant_Review-g187309-d785566-Reviews-Tokami-Munich_Upper_Bavaria_Bavaria.html,d785566,45.0,40.0,35.0,35.0,11.0,9.0,0.0,0.0,3.0,23.0,86.95652173913044,4.0,4.25
Vienna,"['Austrian', 'European']",2118.0,$,14.0,"[['Best Street Food in Vienna', 'survival kit'], ['03/08/2017', '02/22/2017']]",/Restaurant_Review-g190454-d5966033-Reviews-Zum_Scharfen_Rene-Vienna.html,d5966033,45.0,45.0,45.0,45.0,4.0,2.0,1.0,0.0,0.0,7.0,85.71428571428571,3.5,4.25
London,"['American', 'Bar', 'British', 'Pub']",7711.0,$,65.0,"[['Lovely find', 'All you could wish for'], ['10/29/2017', '07/03/2017']]",/Restaurant_Review-g186338-d3749693-Reviews-Sebright_Arms-London_England.html,d3749693,45.0,35.0,40.0,40.0,29.0,30.0,6.0,6.0,5.0,76.0,77.63157894736842,4.0,4.0
London,"['Italian', 'Pizza', 'Vegetarian Friendly']",3166.0,$$ - $$$,116.0,"[['Great little Italian gem', 'Surprisingly good'], ['05/13/2017', '04/22/2017']]",/Restaurant_Review-g186338-d6536893-Reviews-The_Italian_Boys_Restaurant-London_England.html,d6536893,45.0,40.0,45.0,35.0,65.0,42.0,6.0,6.0,7.0,126.0,84.92063492063492,4.0,4.25
London,['Chinese'],10659.0,,6.0,"[['Lovely little place.', 'Little gem'], ['09/24/2015', '08/19/2015']]",/Restaurant_Review-g186338-d3609570-Reviews-Green_Jade-London_England.html,d3609570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London,"['Cafe', 'Mediterranean', 'British', 'Vegetarian Friendly']",5531.0,$$ - $$$,33.0,"[['Very nice local little place for a bite to...', 'Brunch stop after a rainy walk'], ['12/04/2017', '08/09/2017']]",/Restaurant_Review-g186338-d9791292-Reviews-Nene_cafe_and_bistro-London_England.html,d9791292,45.0,45.0,45.0,45.0,42.0,16.0,3.0,4.0,4.0,69.0,84.05797101449275,3.5,4.25
Hamburg,"['Japanese', 'Sushi', 'Chinese', 'Vegetarian Friendly']",490.0,$$ - $$$,63.0,"[['Fun', 'The fry is the best'], ['04/10/2017', '04/30/2017']]",/Restaurant_Review-g187331-d2554554-Reviews-4mosa-Hamburg.html,d2554554,40.0,40.0,40.0,40.0,4.0,5.0,2.0,1.0,1.0,13.0,69.23076923076923,4.0,3.5
Copenhagen,"['European', 'Scandinavian', 'Danish']",722.0,$$ - $$$,65.0,"[['Is Socafeen now called Tivoli Terrassen?', 'Traditional lunch by the lake'], ['09/03/2017', '07/12/2017']]",/Restaurant_Review-g189541-d8355550-Reviews-Socafeen-Copenhagen_Zealand.html,d8355550,35.0,35.0,35.0,35.0,6.0,10.0,6.0,5.0,5.0,32.0,50.0,2.5,2.5
Luxembourg,"['French', 'European', 'Wine Bar']",178.0,$$ - $$$,52.0,"[['Nice place for wine drinking', 'Enjoy the drinks and relax. Good for a ch...'], ['07/09/2017', '06/02/2017']]",/Restaurant_Review-g190356-d6013019-Reviews-La_Bulle_de_Vin-Luxembourg_City.html,d6013019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madrid,,6666.0,,4.0,"[[], []]",/Restaurant_Review-g187514-d9762124-Reviews-Living_Eat-Madrid.html,d9762124,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,75.0,0.0,3.75
London,['Mediterranean'],6652.0,$,16.0,"[['nice place for a quite breakfast', 'Little gem just off high street ken'], ['10/20/2017', '05/24/2017']]",/Restaurant_Review-g186338-d4367693-Reviews-Fait_Maison-London_England.html,d4367693,45.0,45.0,45.0,45.0,12.0,6.0,1.0,0.0,2.0,21.0,85.71428571428571,3.5,4.25
Lyon,['European'],1913.0,,12.0,"[[], []]",/Restaurant_Review-g187265-d8376187-Reviews-Brasserie_le_Terminus-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d8376187,40.0,40.0,35.0,40.0,5.0,7.0,1.0,1.0,2.0,16.0,75.0,3.0,3.75
Lyon,,2001.0,,,"[[], []]",/Restaurant_Review-g1166685-d12644341-Reviews-Otentik_City-Saint_Priest_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d12644341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,50.0,0.0,2.5
Barcelona,"['Italian', 'Pizza', 'Mediterranean']",4283.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g187497-d12204689-Reviews-Sant_Tomassino_Gracia-Barcelona_Catalonia.html,d12204689,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
London,"['Bar', 'British', 'Pub', 'International', 'Gastropub', 'Vegetarian Friendly']",4183.0,$$ - $$$,227.0,"[['Fish & Chips and Orchard Pig Reveller Cide...', 'Cosy, friendly and warm'], ['01/02/2018', '12/20/2017']]",/Restaurant_Review-g186338-d2482191-Reviews-The_Market_Tavern-London_England.html,d2482191,40.0,40.0,35.0,40.0,109.0,111.0,23.0,17.0,20.0,280.0,78.57142857142857,4.0,4.0
Vienna,"['Barbecue', 'Asian', 'Korean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",87.0,$$ - $$$,236.0,"[['Delicioso Coreano', 'Dinner with warm waitress'], ['12/12/2017', '12/06/2017']]",/Restaurant_Review-g190454-d8730133-Reviews-Yori-Vienna.html,d8730133,45.0,40.0,40.0,45.0,104.0,39.0,12.0,9.0,6.0,170.0,84.11764705882355,3.0,4.25
Warsaw,['Italian'],1801.0,$,3.0,"[[], []]",/Restaurant_Review-g274856-d10316215-Reviews-Basico_Pizza-Warsaw_Mazovia_Province_Central_Poland.html,d10316215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Warsaw,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",629.0,$$ - $$$,125.0,"[['Good food at a good price!', 'Good, particularly for lunch'], ['12/23/2017', '12/06/2017']]",/Restaurant_Review-g274856-d4408571-Reviews-La_Tomatina_Cucina_Italiana_Tradizionale-Warsaw_Mazovia_Province_Central_Poland.html,d4408571,40.0,40.0,40.0,40.0,24.0,16.0,3.0,8.0,3.0,54.0,74.07407407407408,4.0,3.75
Berlin,['German'],5779.0,,15.0,"[[], []]",/Restaurant_Review-g187323-d9559203-Reviews-Das_marchenhafte_Ribhouse-Berlin.html,d9559203,35.0,30.0,30.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,2.5,5.0
Paris,"['Turkish', 'Greek', 'Vegetarian Friendly', 'Vegan Options']",1072.0,$,45.0,"[['Wonderful', 'A must-try, wonderful find! (And a hidden...'], ['11/28/2017', '06/24/2017']]",/Restaurant_Review-g187147-d11823628-Reviews-La_Grotte_de_Chypre-Paris_Ile_de_France.html,d11823628,50.0,45.0,50.0,50.0,11.0,0.0,0.0,0.0,0.0,11.0,100.0,3.5,5.0
London,"['Chinese', 'Asian']",5919.0,$$ - $$$,58.0,"[['Surprisingly good !', ""Nice food and 'quietly busy' sort of atmos...""], ['12/26/2017', '12/03/2017']]",/Restaurant_Review-g186338-d2006373-Reviews-McChina_Eating-London_England.html,d2006373,40.0,40.0,40.0,40.0,39.0,31.0,8.0,5.0,14.0,97.0,72.16494845360825,4.0,3.5
Madrid,,4984.0,,2.0,"[[], []]",/Restaurant_Review-g187514-d11636306-Reviews-Cafe_Rivero-Madrid.html,d11636306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krakow,,936.0,,6.0,"[[], []]",/Restaurant_Review-g274772-d10455057-Reviews-Restauracja_Eden-Krakow_Lesser_Poland_Province_Southern_Poland.html,d10455057,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,9.0,77.7777777777778,0.0,4.0
Barcelona,['Seafood'],4558.0,$$ - $$$,29.0,"[['Sunday brunch by the sea', 'very funny'], ['04/12/2013', '12/30/2011']]",/Restaurant_Review-g187497-d1933914-Reviews-Aquarella-Barcelona_Catalonia.html,d1933914,40.0,40.0,40.0,45.0,2.0,1.0,0.0,0.0,0.0,3.0,100.0,4.0,5.0
Munich,,2310.0,,5.0,"[['In point'], ['01/08/2016']]",/Restaurant_Review-g187309-d5793336-Reviews-Cafe_Exponat-Munich_Upper_Bavaria_Bavaria.html,d5793336,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0
Lisbon,,3296.0,,2.0,"[[], []]",/Restaurant_Review-g189158-d12624748-Reviews-Happy_Grill-Lisbon_Lisbon_District_Central_Portugal.html,d12624748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,33.33333333333333,0.0,1.75
Zurich,,1592.0,,14.0,"[['Cordon Bleu'], ['10/02/2014']]",/Restaurant_Review-g188113-d4961508-Reviews-Restaurant_Kronenhof-Zurich.html,d4961508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amsterdam,"['Dutch', 'Bar', 'Cafe', 'European', 'Pub']",881.0,$,41.0,"[['Authentic Dutch Brown Café', 'Welcome respite at the end of the day'], ['10/18/2017', '08/20/2017']]",/Restaurant_Review-g188590-d3459400-Reviews-Cafe_Chris-Amsterdam_North_Holland_Province.html,d3459400,40.0,45.0,45.0,50.0,19.0,1.0,2.0,0.0,1.0,23.0,86.95652173913044,4.5,4.25
Prague,,2562.0,,8.0,"[['Nice meal', 'Nice place for a quick snack'], ['08/13/2017', '03/18/2017']]",/Restaurant_Review-g274707-d9788680-Reviews-KFC-Prague_Bohemia.html,d9788680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcelona,"['Mediterranean', 'Spanish', 'Contemporary', 'Fusion']",7354.0,$$ - $$$,44.0,"[['Lunch with my wife', 'Visited with bike tour'], ['11/09/2017', '10/15/2017']]",/Restaurant_Review-g187497-d7215694-Reviews-Nass_Beach-Barcelona_Catalonia.html,d7215694,30.0,30.0,30.0,30.0,5.0,3.0,3.0,1.0,4.0,16.0,50.0,2.25,2.5
Paris,"['French', 'Mediterranean', 'European']",1220.0,$$ - $$$,312.0,"[['Chaotic but great food and atmosphere', 'Excellent service with delightful food and...'], ['11/07/2017', '07/21/2017']]",/Restaurant_Review-g187147-d719092-Reviews-Le_Cosi-Paris_Ile_de_France.html,d719092,45.0,40.0,40.0,40.0,65.0,48.0,7.0,5.0,3.0,128.0,88.28125,4.0,4.5
Paris,"['French', 'Halal']",1561.0,$$ - $$$,200.0,"[['Wonderful place!', 'Great service'], ['12/29/2017', '11/25/2017']]",/Restaurant_Review-g187147-d1205615-Reviews-Le_Jumeyrah-Paris_Ile_de_France.html,d1205615,40.0,40.0,35.0,35.0,10.0,4.0,1.0,0.0,0.0,15.0,93.33333333333331,3.75,4.75
Madrid,,7584.0,,24.0,"[[], []]",/Restaurant_Review-g187514-d7818336-Reviews-Pecado_Carnal_Sor_Angela_de_la_Cruz-Madrid.html,d7818336,35.0,30.0,25.0,30.0,1.0,5.0,8.0,8.0,2.0,24.0,25.0,2.25,1.25
Prague,"['European', 'Czech']",2877.0,$$ - $$$,19.0,"[['A perfect evening', 'Odd but Good'], ['07/24/2016', '10/11/2014']]",/Restaurant_Review-g274707-d944138-Reviews-Sherlock_s_Pub-Prague_Bohemia.html,d944138,0.0,35.0,35.0,35.0,4.0,4.0,2.0,0.0,1.0,11.0,72.72727272727273,2.5,3.75
Paris,"['French', 'European', 'Vegetarian Friendly']",3791.0,$$ - $$$,94.0,"[['Promising space, dry', 'Simple but tasty food'], ['11/02/2016', '10/20/2016']]",/Restaurant_Review-g187147-d7591118-Reviews-Le_Rococo_Boire_Manger-Paris_Ile_de_France.html,d7591118,45.0,45.0,40.0,45.0,15.0,7.0,1.0,0.0,0.0,23.0,95.65217391304348,4.5,4.75
Budapest,['Cafe'],1836.0,,10.0,"[['Hot staff', 'Lunch'], ['01/14/2017', '09/26/2016']]",/Restaurant_Review-g274887-d2265600-Reviews-Cafe_Alterego-Budapest_Central_Hungary.html,d2265600,25.0,20.0,20.0,25.0,2.0,1.0,1.0,1.0,4.0,9.0,33.33333333333333,2.25,1.75
London,"['African', 'Middle Eastern', 'Arabic', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options']",1533.0,$$ - $$$,158.0,"[['Friday Veggie Tagine', 'Delicious Algerian!'], ['11/10/2017', '09/09/2017']]",/Restaurant_Review-g186338-d2476295-Reviews-Khamsa-London_England.html,d2476295,50.0,45.0,45.0,45.0,154.0,20.0,8.0,1.0,5.0,188.0,92.55319148936171,4.5,4.75
Berlin,,3469.0,,,"[['South American food at its best!'], ['09/05/2013']]",/Restaurant_Review-g187323-d4802788-Reviews-Boccato_DI_Cardina-Berlin.html,d4802788,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Madrid,"['Cafe', 'Mediterranean', 'Spanish', 'Diner']",3954.0,$$ - $$$,12.0,"[[], []]",/Restaurant_Review-g187514-d12115648-Reviews-Restaurante_A_Todas_Horas-Madrid.html,d12115648,35.0,35.0,35.0,35.0,10.0,9.0,6.0,5.0,2.0,32.0,59.375,2.5,3.0
Barcelona,"['Italian', 'Mediterranean', 'Spanish']",4180.0,$$ - $$$,,"[['Real treasure'], ['10/20/2017']]",/Restaurant_Review-g187497-d12530776-Reviews-Casa_NOVA-Barcelona_Catalonia.html,d12530776,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,75.0,0.0,3.75
Paris,"['Italian', 'Pizza']",3954.0,$$ - $$$,23.0,"[[], []]",/Restaurant_Review-g187147-d12196362-Reviews-La_Pizza_du_12-Paris_Ile_de_France.html,d12196362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lisbon,,3249.0,,4.0,"[['typical Portuguese snack place', '‘Local café outside Castle St Jorge’'], ['01/28/2018', '04/02/2017']]",/Restaurant_Review-g189158-d12286606-Reviews-Leitaria_Sao_Jorge-Lisbon_Lisbon_District_Central_Portugal.html,d12286606,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
Zurich,"['Swiss', 'European', 'Central European']",1101.0,$$ - $$$,99.0,"[['Nice atmosphere', 'Good views, but medium food quality'], ['07/26/2017', '05/08/2017']]",/Restaurant_Review-g188113-d2013573-Reviews-Altes_Klosterli_Zoo_Restaurant-Zurich.html,d2013573,35.0,40.0,35.0,40.0,2.0,8.0,4.0,3.0,2.0,19.0,52.631578947368425,3.75,2.75
Vienna,,1039.0,,20.0,"[['Convenient location. Good traditional food'], ['11/24/2014']]",/Restaurant_Review-g190454-d2284554-Reviews-Gasthaus_Buchecker_Sohn-Vienna.html,d2284554,45.0,45.0,40.0,35.0,3.0,2.0,0.0,0.0,0.0,5.0,100.0,4.0,5.0
London,['French'],12208.0,$$ - $$$,25.0,"[['Chocolate shocker', 'Excellent breakfast and lunch options'], ['01/12/2017', '11/13/2016']]",/Restaurant_Review-g186338-d731188-Reviews-PAUL_Fleet_Street-London_England.html,d731188,35.0,35.0,30.0,30.0,8.0,5.0,2.0,1.0,1.0,17.0,76.47058823529412,3.25,3.75
Edinburgh,"['European', 'British']",1397.0,$$ - $$$,26.0,"[['Great food lovely staff and amazing whisky...', 'Great Passion for Food and Service'], ['09/02/2016', '02/29/2016']]",/Restaurant_Review-g186525-d3320878-Reviews-Ducks_at_Kilspindle_House-Edinburgh_Scotland.html,d3320878,40.0,35.0,40.0,35.0,13.0,5.0,1.0,1.0,5.0,25.0,72.0,3.75,3.5
Lisbon,"['Mediterranean', 'European', 'Portuguese', 'Vegetarian Friendly', 'Gluten Free Options']",195.0,$$$$,847.0,"[['Great food and relaxed atmosphere', 'Great food but there is space for improvem...'], ['02/24/2018', '02/13/2018']]",/Restaurant_Review-g189158-d7615300-Reviews-Bistro_100_Maneiras-Lisbon_Lisbon_District_Central_Portugal.html,d7615300,45.0,40.0,35.0,40.0,289.0,109.0,66.0,49.0,28.0,541.0,73.56746765249538,4.0,3.75
Copenhagen,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",418.0,$$ - $$$,202.0,"[['Tasteful lunch', 'Great food and good price'], ['12/30/2017', '12/25/2017']]",/Restaurant_Review-g189541-d1221322-Reviews-Ristorante_Sole_D_Italia-Copenhagen_Zealand.html,d1221322,40.0,40.0,35.0,40.0,59.0,25.0,10.0,13.0,20.0,127.0,66.14173228346458,3.0,3.25
Prague,,2596.0,,2.0,"[['Cheap place and great kruskovice'], ['03/05/2017']]",/Restaurant_Review-g274707-d12212609-Reviews-Hospudka_Knoflik-Prague_Bohemia.html,d12212609,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Stockholm,"['European', 'Swedish', 'Scandinavian', 'Vegetarian Friendly', 'Gluten Free Options']",86.0,$$ - $$$,468.0,"[['Deafening noise level', 'Delicious food, full of locals, good servi...'], ['11/13/2017', '10/08/2017']]",/Restaurant_Review-g189852-d1496185-Reviews-Tranan-Stockholm.html,d1496185,45.0,40.0,40.0,40.0,107.0,90.0,29.0,7.0,7.0,240.0,82.08333333333333,4.0,4.0
Edinburgh,"['Bar', 'Scottish', 'Seafood', 'British']",935.0,$,14.0,"[['Almost very good !', 'Good menu and some good offers'], ['01/11/2018', '12/29/2017']]",/Restaurant_Review-g186525-d3875568-Reviews-White_Horse_Oyster_Seafood_Bar-Edinburgh_Scotland.html,d3875568,45.0,45.0,40.0,45.0,253.0,66.0,19.0,8.0,6.0,352.0,90.625,3.25,4.5
London,,16426.0,,2.0,"[['moldy food', 'Disgusting rubbish'], ['04/03/2017', '11/20/2016']]",/Restaurant_Review-g186338-d11851315-Reviews-Shanghai_Express-London_England.html,d11851315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
Stockholm,['Pub'],1177.0,,3.0,"[[], []]",/Restaurant_Review-g189852-d12172104-Reviews-RoQ-Stockholm.html,d12172104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
